Simbolo,N,Tipo_Vela,Cantidad_FVGs,N_FVGs_Falta,%_Cumplimiento_FVG,Ultimo_FVG_Falta,Rupt_Mechas_Alcistas,Rupt_Mechas_Bajistas,Rupt_Velas_Alcistas,Rupt_Velas_Bajistas,Iteraciones,Min_Low,Max_High,Precio_Actual,Porcentaje_Alcista,Porcentaje_Bajista,Diferencia_Porcentajes,Total_Swing_Alcistas,Total_Swing_Bajistas,Fecha_Ultimo_Swing_Alcista,Precio_Ultimo_Swing_Alcista,Fecha_Ultimo_Swing_Bajista,Precio_Ultimo_Swing_Bajista,Tendencia_MM,DuracionTrendMM_Close_SMA_200,Tendencia_PullBack,DuracionTrendMM_Close_EMA_20,%K,%D,Duracion_Estocastico,Estocastico_Senal
ARKUSDT,588,"['N/A', 'N/A', 'N/A']",113,9,92.04,"[('Bajista', 1), ('Alcista', 17), ('Bajista', 56)]",0,0,0,0,22,0.4249,0.5458,0.4672,60.53,34.12,26.41267123287672,132,134,2025-09-17 05:59:59.999,0.4489,2025-09-17 17:59:59.999,0.4717,Alcista,51,Alcista,3,83.98576512455516,90.7701432612465,3.0,Sobre-compra
IQUSDT,588,"['N/A', 'N/A', 'N/A']",99,3,96.97,"[('Bajista', 1), ('Bajista', 56), ('Alcista', 339)]",0,0,0,0,49,0.003258,0.00395,0.003471,27.2,9.74,17.458945548833164,140,129,2025-09-17 13:59:59.999,0.003362,2025-09-17 17:59:59.999,0.003488,Alcista,3,Alcista,2,86.50793650793646,81.69934640522864,2.0,Sobre-compra
FDUSDTRY,588,"['N/A', 'N/A', 'Doji']",84,4,95.24,"[('Alcista', 0), ('Bajista', 148), ('Bajista', 149)]",0,0,0,0,20,40.94,41.31,41.16,0.36,4.91,4.543245869776459,89,78,2025-09-16 21:59:59.999,41.17,2025-09-17 09:59:59.999,41.28,Alcista,151,Bajista,3,7.692307692306011,20.49339549339548,2.0,Sobre-venta-K
NTRNUSDT,588,"['N/A', 'N/A', 'N/A']",143,4,97.2,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 521)]",0,0,0,0,15,0.0922,0.1042,0.0994,34.0,24.95,9.054325955734416,119,114,2025-09-17 13:59:59.999,0.0943,2025-09-17 17:59:59.999,0.1004,Alcista,2,Alcista,3,84.37499999999999,86.41656921706196,3.0,Sobre-compra
TIAUSDT,588,"['N/A', 'N/A', 'Doji']",122,9,92.62,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 23)]",0,0,0,0,53,1.599,1.94,1.791,27.64,26.86,0.7816862088219025,133,123,2025-09-17 13:59:59.999,1.672,2025-09-17 05:59:59.999,1.733,Alcista,3,Alcista,3,93.006993006993,93.90133675847959,3.0,Sobre-compra
MEMEUSDT,588,"['N/A', 'N/A', 'N/A']",119,8,93.28,"[('Bajista', 0), ('Alcista', 141), ('Bajista', 171)]",0,0,0,0,17,0.002465,0.002912,0.002743,65.51,54.65,10.864017499088568,128,124,2025-09-17 13:59:59.999,0.00258,2025-09-17 17:59:59.999,0.002776,Alcista,2,Alcista,3,79.19708029197089,75.9949863599499,14.0,Neutro
ORDIUSDT,588,"['N/A', 'N/A', 'N/A']",115,5,95.65,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 307)]",0,0,0,0,28,8.972,10.743,10.315,17.28,40.15,22.869607367910803,134,124,2025-09-17 13:59:59.999,9.564,2025-09-17 17:59:59.999,10.518,Alcista,51,Alcista,3,83.15352697095426,91.12480350169693,3.0,Sobre-compra
BEAMXUSDT,588,"['N/A', 'N/A', 'N/A']",116,4,96.55,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 78)]",0,0,0,0,41,0.006987,0.008451,0.007985,20.85,46.78,25.923606762680034,116,113,2025-09-17 13:59:59.999,0.007406,2025-09-17 17:59:59.999,0.008041,Alcista,12,Alcista,3,91.6913946587539,92.94421154827386,3.0,Sobre-compra
PIVXUSDT,588,"['N/A', 'N/A', 'N/A']",119,4,96.64,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 21)]",0,0,0,0,15,0.1302,0.1489,0.1428,39.36,25.49,13.865546218487388,114,128,2025-09-17 13:59:59.999,0.1331,2025-09-16 13:59:59.999,0.141,Alcista,3,Alcista,3,96.89922480620167,94.27935687625616,3.0,Sobre-compra
VICUSDT,588,"['N/A', 'N/A', 'N/A']",110,7,93.64,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 393)]",0,0,0,0,10,0.2216,0.2593,0.2355,124.5,42.59,81.91082802547771,123,129,2025-09-17 05:59:59.999,0.2229,2025-09-17 17:59:59.999,0.2366,Alcista,2,Alcista,3,34.61538461538463,32.93545534924847,2.0,Neutro
BLURUSDT,588,"['N/A', 'N/A', 'N/A']",128,9,92.97,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 57)]",0,0,0,0,28,0.07547,0.08995,0.0872,49.43,29.7,19.72477064220184,118,124,2025-09-17 13:59:59.999,0.08221,2025-09-17 17:59:59.999,0.08863,Alcista,51,Alcista,3,80.3030303030303,87.66889042251364,3.0,Sobre-compra
VANRYUSDT,588,"['N/A', 'N/A', 'N/A']",84,6,92.86,"[('Bajista', 1), ('Alcista', 207), ('Alcista', 208)]",0,0,0,0,52,0.0265,0.0317,0.0291,51.89,24.05,27.835051546391764,111,107,2025-09-17 13:59:59.999,0.0274,2025-09-17 17:59:59.999,0.0296,Alcista,2,Alcista,3,44.736842105263186,43.972109761583454,3.0,Neutro
AEURUSDT,588,"['N/A', 'N/A', 'N/A']",60,4,93.33,"[('Alcista', 79), ('Bajista', 511), ('Bajista', 512)]",0,0,0,5,20,1.1001,1.1123,1.09,9.83,8.26,1.5779816513761347,113,126,2025-09-17 09:59:59.999,1.0912,2025-09-17 05:59:59.999,1.1099,Bajista,63,Bajista,14,22.86821705426359,14.019102277196234,11.0,Sobre-venta-D
JTOUSDT,588,"['N/A', 'N/A', 'N/A']",125,2,98.4,"[('Bajista', 0), ('Bajista', 1)]",0,0,2,0,25,1.777,2.043,2.028,22.68,21.15,1.528599605522679,127,121,2025-09-17 13:59:59.999,1.788,2025-09-17 17:59:59.999,2.153,Alcista,2,Alcista,2,65.75342465753424,71.40210892299099,3.0,Neutro
1000SATSUSDT,588,"['N/A', 'N/A', 'N/A']",107,2,98.13,"[('Bajista', 1), ('Bajista', 53)]",0,0,0,0,48,3.548e-05,5.06e-05,4.188e-05,25.29,24.55,0.7402101241642889,125,120,2025-09-17 13:59:59.999,3.922e-05,2025-09-17 17:59:59.999,4.27e-05,Alcista,15,Alcista,3,80.97447795823662,89.02067453876727,3.0,Sobre-compra
BONKUSDT,588,"['N/A', 'N/A', 'N/A']",124,14,88.71,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 57)]",0,0,0,0,28,1.99e-05,2.748e-05,2.543e-05,60.24,55.05,5.190719622493134,124,120,2025-09-17 13:59:59.999,2.332e-05,2025-09-17 17:59:59.999,2.6e-05,Alcista,49,Alcista,3,81.25,87.13327775827777,3.0,Sobre-compra
ACEUSDT,588,"['N/A', 'N/A', 'N/A']",109,4,96.33,"[('Bajista', 1), ('Alcista', 16), ('Bajista', 44)]",0,0,0,0,42,0.492,0.955,0.606,57.59,27.39,30.1980198019802,114,111,2025-09-17 09:59:59.999,0.577,2025-09-17 17:59:59.999,0.621,Alcista,45,Bajista,18,64.44444444444444,68.28703703703704,3.0,Neutro
NFPUSDT,588,"['N/A', 'N/A', 'N/A']",126,1,99.21,"[('Bajista', 522)]",0,0,2,0,41,0.0644,0.0762,0.0737,24.69,35.96,11.26187245590232,111,116,2025-09-17 13:59:59.999,0.0698,2025-09-17 13:59:59.999,0.081,Alcista,12,Alcista,3,49.65517241379309,59.77011494252874,11.0,Neutro
AIUSDT,588,"['N/A', 'N/A', 'N/A']",114,2,98.25,"[('Bajista', 1), ('Bajista', 65)]",0,0,0,0,53,0.1203,0.1975,0.1422,38.89,32.28,6.610407876230674,127,125,2025-09-17 13:59:59.999,0.1339,2025-09-17 17:59:59.999,0.1435,Alcista,63,Alcista,3,87.61904761904763,75.81109636837195,2.0,Sobre-compra-K
XAIUSDT,588,"['N/A', 'N/A', 'N/A']",109,4,96.33,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 23)]",0,0,0,0,36,0.0458,0.0621,0.0522,32.76,18.58,14.176245210727966,113,125,2025-09-17 13:59:59.999,0.049,2025-09-17 17:59:59.999,0.0532,Alcista,3,Alcista,3,82.14285714285722,89.66318234610918,3.0,Sobre-compra
MANTAUSDT,588,"['N/A', 'N/A', 'N/A']",93,4,95.7,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 78)]",0,0,0,0,29,0.1967,0.2298,0.2221,22.02,30.21,8.194506978838348,98,103,2025-09-17 13:59:59.999,0.2086,2025-09-17 17:59:59.999,0.2265,Alcista,3,Alcista,3,81.43459915611808,89.11050867341629,3.0,Sobre-compra
ALTUSDT,588,"['N/A', 'N/A', 'N/A']",119,5,95.8,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 59)]",0,0,0,0,28,0.0312,0.03667,0.03501,61.38,32.36,29.02027992002286,126,129,2025-09-17 13:59:59.999,0.03295,2025-09-17 17:59:59.999,0.03564,Alcista,3,Alcista,3,81.30563798219588,89.85255962284124,3.0,Sobre-compra
JUPUSDT,588,"['N/A', 'N/A', 'N/A']",113,6,94.69,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 275)]",0,0,0,0,15,0.4928,0.5784,0.5409,27.57,39.77,12.201885745978952,129,134,2025-09-17 13:59:59.999,0.5005,2025-09-17 17:59:59.999,0.5507,Alcista,3,Alcista,3,81.5789473684212,89.18737046333895,3.0,Sobre-compra
PYTHUSDT,588,"['N/A', 'N/A', 'N/A']",121,4,96.69,"[('Bajista', 72), ('Alcista', 106), ('Bajista', 134)]",0,0,0,0,15,0.1561,0.1874,0.1668,49.88,51.62,1.7386091127098382,124,115,2025-09-17 13:59:59.999,0.1598,2025-09-17 17:59:59.999,0.171,Alcista,124,Alcista,3,64.40677966101688,81.74625433273582,3.0,Sobre-compra-D
RONINUSDT,588,"['N/A', 'N/A', 'N/A']",112,3,97.32,"[('Bajista', 0), ('Alcista', 208), ('Bajista', 464)]",0,0,0,0,42,0.465,0.57,0.501,24.55,28.14,3.592814371257493,104,94,2025-09-17 13:59:59.999,0.482,2025-09-17 17:59:59.999,0.509,Bajista,25,Alcista,2,70.37037037037037,70.98765432098766,1.0,Neutro
DYMUSDT,588,"['N/A', 'Doji', 'N/A']",88,4,95.45,"[('Bajista', 1), ('Alcista', 207), ('Alcista', 208)]",2,0,3,0,29,0.206,0.239,0.234,50.0,17.09,32.90598290598289,103,109,2025-09-17 13:59:59.999,0.221,2025-09-17 13:59:59.999,0.242,Alcista,3,Alcista,3,55.55555555555559,59.098228663446044,10.0,Neutro
PIXELUSDT,588,"['N/A', 'N/A', 'N/A']",120,3,97.5,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 53)]",0,0,0,0,42,0.02858,0.0432,0.03406,39.87,20.35,19.524368761009992,134,131,2025-09-17 13:59:59.999,0.03194,2025-09-17 17:59:59.999,0.03455,Alcista,3,Alcista,3,85.63049853372439,88.89628654942184,3.0,Sobre-compra
STRKUSDT,588,"['N/A', 'N/A', 'Doji']",109,2,98.17,"[('Bajista', 0), ('Bajista', 57)]",0,0,0,0,17,0.1216,0.1453,0.1379,14.43,30.24,15.808556925308192,117,120,2025-09-17 13:59:59.999,0.13,2025-09-16 17:59:59.999,0.1368,Alcista,11,Alcista,3,91.89189189189179,84.17524667524667,2.0,Sobre-compra
PORTALUSDT,588,"['N/A', 'N/A', 'N/A']",119,5,95.8,"[('Bajista', 1), ('Bajista', 78), ('Bajista', 423)]",0,0,0,0,31,0.0413,0.0603,0.0489,73.42,45.4,28.016359918200422,121,108,2025-09-17 13:59:59.999,0.0463,2025-09-17 17:59:59.999,0.0501,Alcista,44,Alcista,3,71.4285714285714,80.02322880371656,3.0,Sobre-compra-D
AXLUSDT,588,"['N/A', 'N/A', 'N/A']",105,4,96.19,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 308)]",0,0,0,0,53,0.2937,0.3832,0.3299,47.56,13.61,33.94968172173383,126,122,2025-09-17 13:59:59.999,0.3115,2025-09-17 17:59:59.999,0.3377,Alcista,3,Alcista,3,72.24199288256239,79.3005114185384,2.0,Neutro
WIFUSDT,588,"['N/A', 'N/A', 'N/A']",111,4,96.4,"[('Bajista', 0), ('Alcista', 208), ('Alcista', 308)]",0,0,0,0,28,0.815,0.99,0.96,38.02,33.85,4.166666666666664,130,110,2025-09-17 13:59:59.999,0.902,2025-09-16 17:59:59.999,0.97,Alcista,50,Alcista,3,86.91588785046727,84.82781847267826,2.0,Sobre-compra
METISUSDT,588,"['N/A', 'N/A', 'N/A']",123,5,95.93,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 23)]",0,0,0,0,15,14.35,16.72,15.59,36.11,18.92,17.190506735086593,127,114,2025-09-17 13:59:59.999,14.68,2025-09-17 17:59:59.999,15.81,Bajista,28,Alcista,3,82.39999999999995,85.80200272370423,3.0,Sobre-compra
AEVOUSDT,588,"['N/A', 'N/A', 'Doji']",115,4,96.52,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 309)]",0,0,0,0,43,0.0873,0.1055,0.0987,38.1,32.12,5.9777102330293985,126,113,2025-09-17 13:59:59.999,0.0923,2025-09-17 17:59:59.999,0.1,Alcista,3,Alcista,3,84.70588235294107,89.25815347448541,3.0,Sobre-compra
BOMEUSDT,588,"['N/A', 'N/A', 'N/A']",112,6,94.64,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 66)]",0,0,0,0,28,0.001903,0.002339,0.002136,21.4,42.6,21.20786516853932,122,125,2025-09-17 13:59:59.999,0.001996,2025-09-17 17:59:59.999,0.002177,Alcista,14,Alcista,3,80.75117370892009,90.51994033674445,3.0,Sobre-compra
ETHFIUSDT,588,"['N/A', 'N/A', 'N/A']",109,5,95.41,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 44)]",2,0,0,0,25,1.153,1.609,1.589,5.54,50.09,44.55632473253618,122,132,2025-09-17 13:59:59.999,1.458,2025-09-17 17:59:59.999,1.677,Alcista,78,Alcista,12,66.66666666666664,78.99132166737797,1.0,Neutro
ENAUSDT,588,"['N/A', 'Doji', 'N/A']",112,9,91.96,"[('Alcista', 44), ('Bajista', 273), ('Bajista', 274)]",0,2,0,2,12,0.6853,0.8727,0.7049,23.8,68.45,44.644630444034604,128,131,2025-09-17 13:59:59.999,0.6824,2025-09-17 17:59:59.999,0.7217,Alcista,3,Bajista,18,66.99410609037324,62.07462205811142,3.0,Neutro
WUSDT,588,"['N/A', 'N/A', 'N/A']",114,4,96.49,"[('Bajista', 2), ('Bajista', 53), ('Bajista', 59)]",0,0,0,0,45,0.0769,0.108,0.102,5.88,50.98,45.09803921568626,119,118,2025-09-17 05:59:59.999,0.0872,2025-09-16 21:59:59.999,0.0906,Alcista,56,Alcista,4,82.82828282828282,86.15862097457193,3.0,Sobre-compra
TNSRUSDT,588,"['N/A', 'N/A', 'N/A']",134,6,95.52,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 59)]",0,0,0,0,28,0.1115,0.1308,0.1233,36.25,24.66,11.59772911597728,122,118,2025-09-17 13:59:59.999,0.1159,2025-09-17 17:59:59.999,0.1253,Alcista,3,Alcista,3,81.3084112149534,78.93531244273417,2.0,Sobre-compra-K
SAGAUSDT,588,"['N/A', 'N/A', 'N/A']",117,1,99.15,"[('Bajista', 429)]",0,0,0,0,28,0.2357,0.2832,0.2646,32.54,29.86,2.6832955404383867,127,125,2025-09-17 13:59:59.999,0.2505,2025-09-17 17:59:59.999,0.2703,Alcista,10,Alcista,6,79.34782608695657,90.30340369013139,3.0,Sobre-compra-D
USDTMXN,588,"['N/A', 'Doji', 'Cuerpo_Lleno']",86,2,97.67,"[('Alcista', 14), ('Alcista', 38)]",0,1,0,0,10,18.32,18.76,18.37,6.04,3.65,2.395209580838311,90,93,2025-09-17 13:59:59.999,18.25,2025-09-17 09:59:59.999,18.41,Bajista,59,Bajista,40,75.00000000000055,59.75935828877061,7.0,Neutro
TAOUSDT,588,"['N/A', 'N/A', 'N/A']",101,5,95.05,"[('Bajista', 0), ('Bajista', 64), ('Bajista', 65)]",0,0,0,0,28,316.7,369.7,359.8,28.24,20.09,8.143413007226222,128,128,2025-09-17 13:59:59.999,339.7,2025-09-16 17:59:59.999,347.6,Alcista,10,Alcista,3,96.63865546218483,92.97270302543323,3.0,Sobre-compra
OMNIUSDT,588,"['N/A', 'Doji', 'N/A']",80,4,95.0,"[('Bajista', 1), ('Alcista', 233), ('Bajista', 414)]",0,0,0,0,49,3.18,4.25,3.6,117.22,61.94,55.277777777777786,99,119,2025-09-17 13:59:59.999,3.47,2025-09-17 17:59:59.999,3.68,Alcista,3,Alcista,3,41.86046511627909,52.41502683363148,12.0,Neutro
REZUSDT,588,"['N/A', 'N/A', 'N/A']",127,5,96.06,"[('Alcista', 207), ('Alcista', 208), ('Bajista', 415)]",0,0,0,0,15,0.01102,0.01271,0.0121,49.67,42.31,7.355371900826462,128,129,2025-09-17 13:59:59.999,0.0114,2025-09-17 17:59:59.999,0.0125,Bajista,5,Alcista,3,70.50359712230212,75.40276503629308,1.0,Neutro
BBUSDT,588,"['N/A', 'N/A', 'N/A']",108,5,95.37,"[('Bajista', 1), ('Bajista', 10), ('Bajista', 169)]",0,0,3,0,46,0.1367,0.1752,0.1795,6.52,59.39,52.86908077994427,128,128,2025-09-17 13:59:59.999,0.1605,2025-09-17 13:59:59.999,0.1912,Alcista,80,Alcista,3,70.82294264339149,76.67490549310386,2.0,Neutro
NOTUSDT,588,"['N/A', 'N/A', 'N/A']",107,2,98.13,"[('Bajista', 0), ('Alcista', 208)]",0,0,0,0,15,0.00183,0.002058,0.001915,31.91,16.45,15.456919060052222,121,113,2025-09-17 13:59:59.999,0.001835,2025-09-17 17:59:59.999,0.001936,Alcista,3,Alcista,3,79.61165048543693,82.3878263478516,3.0,Sobre-compra-D
USDTCOP,588,"['Estrella_Fug', 'N/A', 'N/A']",47,4,91.49,"[('Alcista', 0), ('Alcista', 74), ('Alcista', 92)]",0,0,0,0,24,3820.0,3939.0,3846.0,8.03,18.12,10.088403536141445,123,138,2025-09-16 13:59:59.999,3828.0,2025-09-17 13:59:59.999,3887.0,Bajista,99,Bajista,2,30.508474576271187,35.02824858757064,10.0,Neutro
IOUSDT,588,"['N/A', 'N/A', 'N/A']",106,3,97.17,"[('Bajista', 1), ('Bajista', 55), ('Alcista', 339)]",0,0,0,0,18,0.519,0.794,0.642,38.63,21.5,17.13395638629283,111,114,2025-09-17 13:59:59.999,0.605,2025-09-17 17:59:59.999,0.653,Alcista,55,Alcista,3,77.08333333333334,69.2351598173516,1.0,Neutro
ZKUSDT,588,"['N/A', 'N/A', 'N/A']",117,6,94.87,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 66)]",0,0,0,0,29,0.0562,0.06467,0.05902,24.72,37.99,13.266689257878703,128,129,2025-09-17 13:59:59.999,0.05627,2025-09-17 17:59:59.999,0.0603,Bajista,23,Alcista,3,68.2382133995038,79.35800223423927,1.0,Neutro
LISTAUSDT,588,"['N/A', 'N/A', 'N/A']",127,6,95.28,"[('Bajista', 0), ('Bajista', 78), ('Bajista', 420)]",3,0,0,0,15,0.2403,0.2753,0.2725,41.58,37.91,3.6697247706421763,135,131,2025-09-17 13:59:59.999,0.2519,2025-09-17 17:59:59.999,0.2777,Alcista,2,Alcista,3,80.51948051948052,77.13369753672016,2.0,Sobre-compra-K
ZROUSDT,588,"['N/A', 'N/A', 'Doji']",100,3,97.0,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 208)]",0,0,0,0,26,1.831,2.095,2.0,29.95,25.3,4.650000000000009,127,126,2025-09-17 13:59:59.999,1.884,2025-09-17 17:59:59.999,2.023,Alcista,2,Alcista,3,87.00564971751406,90.96045197740109,3.0,Sobre-compra
GUSDT,588,"['N/A', 'N/A', 'N/A']",140,7,95.0,"[('Bajista', 1), ('Alcista', 23), ('Alcista', 207)]",0,1,0,1,15,0.01098,0.01242,0.01143,35.43,13.82,21.609798775153124,116,116,2025-09-17 09:59:59.999,0.01088,2025-09-16 17:59:59.999,0.01143,Bajista,18,Alcista,3,84.61538461538443,88.39160839160826,3.0,Sobre-compra
BANANAUSDT,588,"['N/A', 'N/A', 'N/A']",115,6,94.78,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 4)]",0,0,0,0,25,18.78,24.05,20.91,54.47,34.19,20.27737924438066,126,127,2025-09-17 13:59:59.999,19.86,2025-09-17 17:59:59.999,21.07,Bajista,6,Bajista,17,49.12280701754388,45.321637426900566,2.0,Neutro
RENDERUSDT,588,"['N/A', 'N/A', 'Doji']",121,7,94.21,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 57)]",0,0,0,0,28,3.402,4.144,4.001,17.87,34.92,17.045738565358665,125,133,2025-09-17 13:59:59.999,3.767,2025-09-17 17:59:59.999,4.031,Alcista,58,Alcista,3,90.06622516556311,92.66104995860574,3.0,Sobre-compra
TONUSDT,588,"['N/A', 'N/A', 'N/A']",111,2,98.2,"[('Bajista', 0), ('Alcista', 6)]",0,1,0,0,28,3.06,3.266,3.142,19.32,17.12,2.196053469127957,137,136,2025-09-17 13:59:59.999,3.052,2025-09-17 17:59:59.999,3.147,Bajista,23,Bajista,8,63.380281690140784,50.93896713615019,2.0,Neutro
DOGSUSDT,588,"['N/A', 'N/A', 'Martillo_Inv']",118,4,96.61,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 77)]",0,0,0,0,12,0.0001313,0.0001513,0.0001439,21.4,27.17,5.767894371091046,121,116,2025-09-17 13:59:59.999,0.0001344,2025-09-16 21:59:59.999,0.0001406,Alcista,3,Alcista,3,91.30434782608695,91.71178622146579,3.0,Sobre-compra
EURIUSDT,588,"['Estrella_Fug', 'N/A', 'N/A']",109,7,93.58,"[('Alcista', 1), ('Bajista', 10), ('Bajista', 11)]",1,0,0,0,9,1.1671,1.187,1.181,10.08,3.93,6.147332768839965,124,115,2025-09-17 17:59:59.999,1.1804,2025-09-17 13:59:59.999,1.1902,Alcista,79,Alcista,17,38.6666666666671,44.40484266843149,4.0,Neutro
POLUSDT,588,"['N/A', 'N/A', 'Doji']",126,10,92.06,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 15)]",0,0,0,3,12,0.2531,0.2876,0.2618,13.22,37.51,24.293353705118403,133,121,2025-09-17 13:59:59.999,0.2498,2025-09-17 17:59:59.999,0.264,Alcista,2,Alcista,2,84.61538461538439,73.11832903938155,2.0,Sobre-compra-K
NEIROUSDT,588,"['N/A', 'N/A', 'N/A']",103,5,95.15,"[('Bajista', 0), ('Alcista', 23), ('Alcista', 207)]",0,0,0,0,15,0.0003411,0.00041497,0.00037174,66.29,18.5,47.78608705008875,131,136,2025-09-17 13:59:59.999,0.00034902,2025-09-17 17:59:59.999,0.00038056,Alcista,3,Alcista,3,74.87179487179489,85.90353287776311,3.0,Sobre-compra-D
TURBOUSDT,588,"['N/A', 'N/A', 'N/A']",111,7,93.69,"[('Bajista', 0), ('Alcista', 23), ('Bajista', 76)]",0,0,0,0,28,0.003846,0.004692,0.004258,63.83,31.87,31.963363081258834,124,128,2025-09-17 13:59:59.999,0.004007,2025-09-17 17:59:59.999,0.004339,Alcista,3,Alcista,3,79.90074441687335,83.67795786092982,3.0,Sobre-compra-D
1MBABYDOGEUSDT,588,"['N/A', 'N/A', 'N/A']",112,6,94.64,"[('Bajista', 0), ('Bajista', 8), ('Bajista', 65)]",0,0,0,0,28,0.0011908,0.0014611,0.0013836,18.97,29.68,10.711188204683445,124,134,2025-09-17 13:59:59.999,0.0013257,2025-09-17 17:59:59.999,0.0014034,Alcista,62,Alcista,9,75.84605175846053,75.09549102942755,1.0,Neutro
CATIUSDT,588,"['N/A', 'N/A', 'Doji']",116,5,95.69,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 21)]",0,0,0,0,29,0.0837,0.0979,0.0909,40.48,25.19,15.291529152915317,118,124,2025-09-17 13:59:59.999,0.0865,2025-09-17 17:59:59.999,0.0916,Bajista,23,Alcista,3,89.70588235294109,84.56625074272137,2.0,Sobre-compra
HMSTRUSDT,588,"['N/A', 'N/A', 'N/A']",102,4,96.08,"[('Bajista', 0), ('Alcista', 208), ('Alcista', 308)]",0,0,0,0,29,0.000682,0.000794,0.000751,47.94,15.85,32.09054593874832,113,99,2025-09-17 13:59:59.999,0.000711,2025-09-17 17:59:59.999,0.00076,Alcista,10,Alcista,3,87.5,90.81168831168839,3.0,Sobre-compra
EIGENUSDT,588,"['N/A', 'N/A', 'N/A']",118,3,97.46,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 77)]",0,0,2,0,26,1.299,1.767,1.808,5.09,47.18,42.09070796460178,117,122,2025-09-17 05:59:59.999,1.495,2025-09-17 17:59:59.999,1.9,Alcista,67,Alcista,3,77.28395061728396,83.37737910122915,1.0,Sobre-compra-D
SCRUSDT,588,"['N/A', 'N/A', 'N/A']",93,5,94.62,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 23)]",0,0,0,0,15,0.311,0.358,0.328,32.32,36.89,4.573170731707329,106,107,2025-09-17 13:59:59.999,0.311,2025-09-16 21:59:59.999,0.329,Bajista,108,Alcista,2,85.0,79.07407407407409,1.0,Sobre-compra-K
BNSOLUSDT,588,"['N/A', 'N/A', 'N/A']",132,5,96.21,"[('Bajista', 0), ('Bajista', 60), ('Bajista', 134)]",0,0,0,0,25,214.5,267.8,264.1,1.4,49.53,48.12570995834911,126,123,2025-09-17 13:59:59.999,249.4,2025-09-17 01:59:59.999,255.4,Alcista,160,Alcista,3,92.3976608187137,86.99464913782504,2.0,Sobre-compra
LUMIAUSDT,588,"['N/A', 'N/A', 'N/A']",98,6,93.88,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 208)]",0,0,0,0,29,0.305,0.353,0.346,28.9,43.93,15.028901734104025,110,102,2025-09-17 13:59:59.999,0.325,2025-09-16 21:59:59.999,0.34,Alcista,15,Alcista,3,89.99999999999999,90.01221001221,3.0,Sobre-compra
KAIAUSDT,588,"['N/A', 'N/A', 'N/A']",118,8,93.22,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 59)]",0,0,0,0,28,0.1454,0.1643,0.1604,34.66,18.89,15.773067331670834,128,126,2025-09-17 13:59:59.999,0.1541,2025-09-17 17:59:59.999,0.1609,Alcista,62,Alcista,3,86.51685393258418,75.2157629050643,2.0,Sobre-compra-K
COWUSDT,588,"['N/A', 'N/A', 'N/A']",117,7,94.02,"[('Bajista', 0), ('Alcista', 23), ('Alcista', 207)]",0,0,0,2,31,0.3289,0.3792,0.3433,48.03,30.38,17.652199242644915,122,125,2025-09-17 13:59:59.999,0.3254,2025-09-17 17:59:59.999,0.346,Bajista,24,Alcista,2,86.8932038834952,83.29692556634309,2.0,Sobre-compra
CETUSUSDT,588,"['N/A', 'N/A', 'N/A']",115,3,97.39,"[('Bajista', 0), ('Bajista', 1), ('Alcista', 207)]",0,0,0,0,12,0.0858,0.103,0.0938,56.4,18.12,38.27292110874201,120,121,2025-09-17 13:59:59.999,0.0877,2025-09-16 13:59:59.999,0.0916,Bajista,25,Alcista,3,87.91208791208787,93.60155973059194,3.0,Sobre-compra
PNUTUSDT,588,"['N/A', 'N/A', 'N/A']",118,6,94.92,"[('Bajista', 0), ('Bajista', 1), ('Bajista', 57)]",0,0,0,0,29,0.2097,0.2825,0.2552,33.42,28.88,4.545454545454561,130,124,2025-09-17 13:59:59.999,0.2384,2025-09-17 17:59:59.999,0.2625,Alcista,59,Alcista,3,75.82781456953633,88.24452149558795,3.0,Sobre-compra-D
